"","Family_Income","Degree"
"5754",38414,"High School"
"5755",38414,"High School"
"5756",98190,"High School"
"5757",38414,"Lt High School"
"5758",27658,"High School"
"5759",38414,"Lt High School"
"5760",38414,"High School"
"5761",23049,"Lt High School"
"5762",53780,"High School"
"5763",13829,"High School"
"5765",38414,"Lt High School"
"5766",38414,"High School"
"5767",13829,"Lt High School"
"5768",27658,"High School"
"5769",1537,"Lt High School"
"5771",53780,"High School"
"5772",19975,"High School"
"5774",38414,"High School"
"5775",38414,"High School"
"5776",38414,"Lt High School"
"5777",19975,"Lt High School"
"5778",10756,"Lt High School"
"5779",16902,"High School"
"5780",10756,"Lt High School"
"5781",38414,"Lt High School"
"5785",10756,"Lt High School"
"5786",16902,"Lt High School"
"5787",1537,"Lt High School"
"5788",16902,"Lt High School"
"5789",23049,"High School"
"5790",27658,"High School"
"5791",38414,"High School"
"5792",53780,"High School"
"5793",69146,"Junior College"
"5794",69146,"High School"
"5795",98190,"Bachelor"
"5796",98190,"Bachelor"
"5797",38414,"High School"
"5798",13829,"High School"
"5799",38414,"High School"
"5800",16902,"Lt High School"
"5801",98190,"Lt High School"
"5802",38414,"High School"
"5803",13829,"Lt High School"
"5804",6146,"Lt High School"
"5805",53780,"High School"
"5807",6146,"Lt High School"
"5808",53780,"Bachelor"
"5809",38414,"High School"
"5810",6146,"Lt High School"
"5811",10756,"Lt High School"
"5812",16902,"High School"
"5813",38414,"High School"
"5814",6146,"Lt High School"
"5816",19975,"Lt High School"
"5817",13829,"Lt High School"
"5818",6146,"Lt High School"
"5819",38414,"High School"
"5820",53780,"High School"
"5821",19975,"Lt High School"
"5822",69146,"High School"
"5823",38414,"High School"
"5824",53780,"High School"
"5825",53780,"Lt High School"
"5826",27658,"High School"
"5827",1537,"High School"
"5828",10756,"Lt High School"
"5830",19975,"Lt High School"
"5833",1537,"Lt High School"
"5834",19975,"High School"
"5835",6146,"Lt High School"
"5836",13829,"Lt High School"
"5837",38414,"High School"
"5838",53780,"High School"
"5839",38414,"High School"
"5840",69146,"Bachelor"
"5841",38414,"Junior College"
"5842",10756,"Lt High School"
"5843",10756,"Lt High School"
"5844",10756,"Lt High School"
"5845",27658,"High School"
"5846",53780,"Lt High School"
"5847",1537,"High School"
"5850",10756,"Lt High School"
"5851",6146,"Lt High School"
"5852",38414,"Lt High School"
"5853",53780,"High School"
"5854",10756,"High School"
"5855",27658,"High School"
"5857",98190,"Bachelor"
"5858",69146,"High School"
"5859",38414,"High School"
"5860",69146,"Bachelor"
"5861",38414,"High School"
"5862",6146,"Lt High School"
"5863",19975,"High School"
"5864",6146,"High School"
"5865",38414,"Lt High School"
"5866",6146,"Lt High School"
"5867",19975,"Lt High School"
"5868",19975,"Lt High School"
"5869",27658,"Lt High School"
"5870",27658,"Bachelor"
"5871",38414,"High School"
"5872",38414,"Lt High School"
"5873",38414,"High School"
"5874",23049,"Lt High School"
"5875",27658,"High School"
"5876",16902,"Lt High School"
"5877",38414,"High School"
"5878",10756,"Lt High School"
"5879",53780,"High School"
"5880",27658,"High School"
"5881",27658,"Lt High School"
"5883",6146,"Lt High School"
"5884",16902,"High School"
"5885",27658,"High School"
"5886",6146,"High School"
"5887",38414,"High School"
"5888",38414,"Lt High School"
"5889",38414,"Lt High School"
"5890",38414,"Lt High School"
"5891",38414,"Bachelor"
"5892",53780,"Lt High School"
"5893",38414,"High School"
"5894",23049,"Lt High School"
"5895",38414,"Lt High School"
"5896",38414,"High School"
"5897",6146,"Lt High School"
"5898",6146,"Lt High School"
"5899",16902,"Lt High School"
"5900",38414,"High School"
"5901",1537,"Lt High School"
"5902",1537,"Lt High School"
"5903",38414,"Lt High School"
"5904",98190,"Lt High School"
"5905",69146,"Bachelor"
"5906",27658,"Lt High School"
"5907",16902,"Lt High School"
"5908",38414,"High School"
"5909",16902,"Lt High School"
"5910",23049,"High School"
"5911",1537,"High School"
"5912",27658,"High School"
"5913",19975,"High School"
"5914",27658,"High School"
"5915",23049,"Lt High School"
"5916",98190,"High School"
"5917",16902,"Lt High School"
"5918",27658,"High School"
"5919",19975,"Lt High School"
"5920",38414,"Lt High School"
"5922",38414,"High School"
"5923",10756,"High School"
"5924",53780,"High School"
"5925",53780,"Graduate"
"5926",1537,"Lt High School"
"5927",38414,"Junior College"
"5928",16902,"High School"
"5929",38414,"High School"
"5930",53780,"High School"
"5931",69146,"Lt High School"
"5932",53780,"Bachelor"
"5933",98190,"High School"
"5934",27658,"High School"
"5935",38414,"High School"
"5936",98190,"High School"
"5937",27658,"Lt High School"
"5938",6146,"High School"
"5939",16902,"High School"
"5941",38414,"Lt High School"
"5942",6146,"High School"
"5943",27658,"High School"
"5944",38414,"Bachelor"
"5945",38414,"High School"
"5946",38414,"Lt High School"
"5947",53780,"High School"
"5948",10756,"Lt High School"
"5949",1537,"High School"
"5950",19975,"Lt High School"
"5951",1537,"High School"
"5953",69146,"Graduate"
"5954",38414,"Graduate"
"5955",27658,"Junior College"
"5956",19975,"High School"
"5958",38414,"High School"
"5959",53780,"High School"
"5960",53780,"Graduate"
"5962",53780,"High School"
"5963",53780,"High School"
"5964",6146,"Lt High School"
"5965",53780,"High School"
"5966",98190,"Junior College"
"5967",10756,"Lt High School"
"5968",38414,"High School"
"5969",19975,"High School"
"5971",27658,"High School"
"5972",38414,"High School"
"5973",10756,"Lt High School"
"5974",13829,"Bachelor"
"5975",23049,"High School"
"5976",19975,"Lt High School"
"5977",38414,"High School"
"5978",98190,"Bachelor"
"5979",38414,"High School"
"5980",98190,"High School"
"5981",98190,"High School"
"5983",98190,"Bachelor"
"5984",98190,"Bachelor"
"5985",98190,"Bachelor"
"5986",98190,"Graduate"
"5987",16902,"Lt High School"
"5988",69146,"High School"
"5989",19975,"High School"
"5991",19975,"Lt High School"
"5992",53780,"High School"
"5993",53780,"Bachelor"
"5994",69146,"High School"
"5995",38414,"Bachelor"
"5996",53780,"High School"
"5997",98190,"High School"
"5998",6146,"High School"
"6000",38414,"High School"
"6001",98190,"High School"
"6002",69146,"Graduate"
"6003",53780,"High School"
"6004",53780,"Lt High School"
"6005",10756,"Lt High School"
"6006",19975,"Lt High School"
"6007",98190,"High School"
"6008",98190,"High School"
"6009",98190,"High School"
"6010",98190,"Bachelor"
"6011",98190,"High School"
"6012",53780,"High School"
"6013",53780,"High School"
"6014",53780,"Graduate"
"6015",27658,"Lt High School"
"6016",23049,"Lt High School"
"6017",53780,"Bachelor"
"6018",19975,"High School"
"6019",13829,"Lt High School"
"6020",13829,"Lt High School"
"6021",16902,"Lt High School"
"6022",38414,"High School"
"6023",69146,"High School"
"6024",69146,"High School"
"6025",16902,"High School"
"6026",53780,"Bachelor"
"6027",98190,"High School"
"6028",98190,"High School"
"6029",27658,"High School"
"6030",53780,"High School"
"6031",38414,"Lt High School"
"6032",38414,"High School"
"6033",19975,"Lt High School"
"6034",38414,"Junior College"
"6035",53780,"High School"
"6036",53780,"High School"
"6037",38414,"Junior College"
"6038",16902,"Lt High School"
"6039",53780,"High School"
"6040",69146,"High School"
"6041",38414,"High School"
"6042",1537,"Lt High School"
"6043",38414,"Lt High School"
"6044",6146,"Lt High School"
"6045",23049,"Lt High School"
"6046",23049,"Lt High School"
"6047",38414,"Lt High School"
"6048",27658,"High School"
"6049",38414,"High School"
"6050",38414,"High School"
"6051",27658,"High School"
"6052",69146,"Lt High School"
"6053",53780,"High School"
"6054",53780,"High School"
"6055",53780,"High School"
"6056",38414,"High School"
"6057",38414,"High School"
"6058",38414,"Lt High School"
"6059",69146,"Graduate"
"6060",38414,"High School"
"6061",69146,"Bachelor"
"6063",27658,"High School"
"6064",38414,"High School"
"6065",27658,"Lt High School"
"6066",13829,"Lt High School"
"6067",6146,"Lt High School"
"6068",27658,"Lt High School"
"6069",19975,"High School"
"6070",27658,"Lt High School"
"6072",10756,"Lt High School"
"6073",27658,"Lt High School"
"6074",16902,"High School"
"6075",13829,"Lt High School"
"6076",6146,"High School"
"6077",53780,"High School"
"6078",13829,"Lt High School"
"6079",16902,"Lt High School"
"6080",69146,"Lt High School"
"6081",38414,"Bachelor"
"6084",23049,"High School"
"6085",6146,"Lt High School"
"6086",10756,"High School"
"6087",53780,"Junior College"
"6088",23049,"High School"
"6089",10756,"High School"
"6090",98190,"Lt High School"
"6091",98190,"High School"
"6093",90726,"High School"
"6094",90726,"Bachelor"
"6095",49659,"High School"
"6096",63848,"Graduate"
"6097",1419,"Lt High School"
"6098",21283,"High School"
"6099",35471,"Lt High School"
"6100",35471,"Lt High School"
"6101",90726,"High School"
"6102",90726,"Lt High School"
"6103",35471,"Lt High School"
"6104",63848,"Lt High School"
"6105",49659,"High School"
"6106",35471,"Lt High School"
"6107",35471,"Lt High School"
"6108",21283,"Lt High School"
"6109",49659,"High School"
"6111",9932,"High School"
"6112",5675,"High School"
"6113",12770,"Lt High School"
"6114",12770,"Lt High School"
"6115",9932,"High School"
"6116",9932,"High School"
"6117",15607,"Lt High School"
"6118",35471,"Lt High School"
"6119",9932,"Lt High School"
"6120",49659,"Lt High School"
"6121",18445,"High School"
"6122",35471,"Bachelor"
"6123",5675,"Lt High School"
"6125",49659,"High School"
"6126",18445,"High School"
"6127",49659,"Junior College"
"6128",90726,"High School"
"6129",15607,"High School"
"6130",90726,"Bachelor"
"6132",12770,"High School"
"6133",18445,"High School"
"6134",49659,"Bachelor"
"6135",35471,"High School"
"6137",35471,"Bachelor"
"6138",90726,"Lt High School"
"6139",49659,"Bachelor"
"6140",90726,"High School"
"6141",35471,"High School"
"6142",63848,"Lt High School"
"6143",1419,"Lt High School"
"6144",35471,"Lt High School"
"6145",12770,"Lt High School"
"6147",15607,"Bachelor"
"6148",15607,"Lt High School"
"6149",90726,"High School"
"6150",49659,"High School"
"6151",25539,"High School"
"6152",25539,"High School"
"6154",12770,"High School"
"6155",35471,"High School"
"6156",49659,"Lt High School"
"6157",49659,"High School"
"6158",35471,"High School"
"6159",35471,"High School"
"6160",35471,"High School"
"6161",49659,"High School"
"6162",15607,"Bachelor"
"6163",35471,"High School"
"6164",35471,"High School"
"6165",5675,"Lt High School"
"6166",1419,"High School"
"6167",15607,"Lt High School"
"6168",15607,"High School"
"6169",15607,"High School"
"6170",5675,"Lt High School"
"6171",15607,"High School"
"6172",49659,"High School"
"6173",18445,"Junior College"
"6175",49659,"Bachelor"
"6176",49659,"High School"
"6177",35471,"High School"
"6178",25539,"High School"
"6179",18445,"Junior College"
"6180",35471,"High School"
"6181",5675,"High School"
"6182",5675,"Bachelor"
"6183",35471,"High School"
"6185",5675,"High School"
"6186",35471,"High School"
"6187",5675,"High School"
"6188",15607,"Graduate"
"6189",5675,"Lt High School"
"6190",5675,"High School"
"6191",25539,"High School"
"6192",5675,"Graduate"
"6193",63848,"High School"
"6194",5675,"Lt High School"
"6195",5675,"Lt High School"
"6196",5675,"High School"
"6197",5675,"Lt High School"
"6198",5675,"Lt High School"
"6199",18445,"High School"
"6200",35471,"Lt High School"
"6201",25539,"Lt High School"
"6202",49659,"High School"
"6203",63848,"Lt High School"
"6204",12770,"Lt High School"
"6206",49659,"Graduate"
"6208",49659,"Lt High School"
"6209",21283,"Lt High School"
"6210",15607,"Lt High School"
"6211",35471,"High School"
"6212",15607,"High School"
"6213",5675,"Lt High School"
"6214",9932,"Lt High School"
"6215",35471,"High School"
"6217",35471,"High School"
"6218",25539,"Lt High School"
"6219",18445,"Lt High School"
"6220",35471,"Lt High School"
"6221",5675,"High School"
"6222",49659,"High School"
"6223",35471,"Bachelor"
"6224",9932,"Lt High School"
"6225",35471,"High School"
"6226",90726,"Bachelor"
"6228",90726,"High School"
"6229",63848,"High School"
"6230",18445,"Lt High School"
"6231",25539,"High School"
"6232",35471,"High School"
"6233",35471,"High School"
"6234",12770,"High School"
"6235",5675,"Lt High School"
"6236",49659,"High School"
"6237",18445,"Lt High School"
"6238",63848,"Bachelor"
"6239",25539,"High School"
"6240",63848,"Bachelor"
"6241",35471,"Bachelor"
"6242",90726,"High School"
"6243",90726,"High School"
"6244",49659,"Graduate"
"6245",5675,"High School"
"6246",35471,"Lt High School"
"6247",15607,"High School"
"6248",21283,"High School"
"6249",90726,"High School"
"6250",25539,"High School"
"6251",49659,"High School"
"6252",35471,"Lt High School"
"6253",18445,"High School"
"6254",35471,"Lt High School"
"6255",12770,"Lt High School"
"6258",49659,"High School"
"6260",49659,"High School"
"6261",25539,"High School"
"6262",35471,"High School"
"6263",35471,"Lt High School"
"6264",15607,"Lt High School"
"6266",12770,"High School"
"6267",49659,"High School"
"6268",25539,"High School"
"6269",35471,"Bachelor"
"6271",49659,"High School"
"6272",35471,"High School"
"6273",25539,"High School"
"6274",63848,"High School"
"6275",35471,"Bachelor"
"6276",25539,"High School"
"6277",90726,"Lt High School"
"6278",9932,"Lt High School"
"6279",18445,"Lt High School"
"6280",12770,"High School"
"6281",49659,"High School"
"6282",35471,"High School"
"6286",21283,"High School"
"6287",90726,"Graduate"
"6288",15607,"Lt High School"
"6289",15607,"Bachelor"
"6290",5675,"Lt High School"
"6291",35471,"High School"
"6293",25539,"Lt High School"
"6294",35471,"High School"
"6295",35471,"High School"
"6296",35471,"High School"
"6297",35471,"Lt High School"
"6298",35471,"High School"
"6299",35471,"High School"
"6300",35471,"Lt High School"
"6301",35471,"High School"
"6302",49659,"High School"
"6303",12770,"High School"
"6304",25539,"Lt High School"
"6305",90726,"High School"
"6306",35471,"High School"
"6307",12770,"High School"
"6309",5675,"Lt High School"
"6310",25539,"High School"
"6311",35471,"Bachelor"
"6312",35471,"High School"
"6313",5675,"Lt High School"
"6315",35471,"Lt High School"
"6316",90726,"Lt High School"
"6317",9932,"High School"
"6318",12770,"Lt High School"
"6319",5675,"Lt High School"
"6320",63848,"Graduate"
"6321",9932,"Lt High School"
"6323",25539,"High School"
"6324",5675,"Bachelor"
"6325",49659,"Graduate"
"6326",63848,"Bachelor"
"6327",12770,"High School"
"6328",1419,"Lt High School"
"6329",15607,"High School"
"6330",21283,"Lt High School"
"6331",25539,"High School"
"6332",5675,"Lt High School"
"6333",49659,"High School"
"6334",5675,"Lt High School"
"6335",49659,"Lt High School"
"6337",18445,"High School"
"6338",90726,"Bachelor"
"6340",35471,"High School"
"6341",15607,"High School"
"6342",63848,"Lt High School"
"6344",21283,"Lt High School"
"6345",49659,"High School"
"6346",25539,"Lt High School"
"6347",9932,"High School"
"6348",63848,"Graduate"
"6349",63848,"High School"
"6350",90726,"Graduate"
"6351",25539,"Bachelor"
"6352",90726,"Bachelor"
"6353",25539,"High School"
"6354",9932,"Lt High School"
"6356",90726,"Graduate"
"6357",90726,"Bachelor"
"6358",90726,"High School"
"6359",21283,"High School"
"6360",90726,"Bachelor"
"6361",5675,"Lt High School"
"6362",5675,"Lt High School"
"6363",63848,"High School"
"6364",12770,"Lt High School"
"6365",49659,"Junior College"
"6366",35471,"High School"
"6367",49659,"Graduate"
"6369",90726,"Bachelor"
"6370",49659,"High School"
"6371",35471,"High School"
"6372",49659,"High School"
"6373",49659,"Lt High School"
"6374",35471,"Lt High School"
"6375",15607,"High School"
"6376",63848,"High School"
"6377",35471,"High School"
"6378",18445,"Lt High School"
"6379",35471,"High School"
"6380",63848,"High School"
"6381",9932,"Lt High School"
"6382",35471,"Lt High School"
"6383",15607,"Lt High School"
"6384",18445,"Lt High School"
"6385",5675,"Lt High School"
"6386",15607,"Lt High School"
"6387",90726,"Graduate"
"6388",49659,"High School"
"6390",63848,"High School"
"6391",35471,"High School"
"6393",9932,"Lt High School"
"6394",15607,"Lt High School"
"6395",90726,"Graduate"
"6396",9932,"High School"
"6397",15607,"Lt High School"
"6398",5675,"Lt High School"
"6399",35471,"Bachelor"
"6400",9932,"Lt High School"
"6401",49659,"Graduate"
"6402",49659,"Lt High School"
